gpsDate,latitude,longitude,Power_Mode,Fuel_Consum,GD_Engine_Temp,Steering_Angle_Speed,Transmission_Type,Vehicle_Speed,Engine_Speed,Brake_Control_Volume,Radar_Cruise_State,Streering_Angle_Degree,Odometer_Reading,Hood_Courtesy,Passenger_AC_Value,Driver_AC_Value,Fuel_Gauge,Rear_Fog_Light,Front_Fog_Light,Lounge_Illum_Light,Front_Dome_Light,Slide_Roof,Passenger_Window_State,RR_Window_State,Driver_Window_State,RL_Window_State,AccelFB,AccelLR,Inlet_Switch_Indicator,AC_Blower_Level,WhilteLine_Left,LKA_Steering_Support,WhilteLine_Right
2017-03-07T15:33:26,39.7721636,-104.7949349,0,0.2955,42,0.732,1,0,1043.75,0.02,1,1.5,960,,,,,,,,,,,,,,-0.17945,-0.2154,,,2,0,2
2017-03-07T15:33:27,39.7721636,-104.7949349,0,0.287,42,0.976,1,0,1032.03125,0.02,1,1.5,960,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:33:28,39.7721636,-104.7949349,0,0.2855,42,0.976,1,0,1039.0625,0,1,1.5,,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:33:29,39.7721636,-104.7949349,0,0.2845,42,0.976,1,0,1025,0.02,1,1.5,960,,74,74,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:33:30,39.7721636,-104.7949349,0,0.282,42,0.976,1,0,1046.875,0.02,1,1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:33:31,39.7721636,-104.7949349,0,0.282,42,0.732,1,0,1035.15625,0.02,1,1.5,,,,,,,,,,,,,,,-0.17945,-0.25129,,,2,0,2
2017-03-07T15:33:32,39.7721636,-104.7949327,0,0.283,42,0.732,1,0,1040.625,0.02,1,1.5,960,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:33:33,39.7721636,-104.7949327,0,0.281,42,0.732,1,0,1038.28125,0.02,1,1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:33:34,39.7721636,-104.7949327,0,0.281,42,0.976,1,0,1025,0.02,1,1.5,,0,74,74,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:33:35,39.7721636,-104.7949327,0,0.28,42.5,0.976,1,0,1032.03125,0.02,1,1.5,960,,,,255,,,3,0,,,,,,,,,,2,0,2
2017-03-07T15:33:36,39.7721658,-104.7949327,0,0.28,42.5,0.976,1,0,1027.34375,0.02,1,1.5,960,,,,,0,0,3,1,2,,,,,-0.17945,-0.25129,,,,,
2017-03-07T15:33:37,39.7721658,-104.7949327,0,0.279,42.5,0.732,1,0,1027.34375,0.02,1,1.5,,,,,,,,,,,,,,,-0.17945,-0.25129,,,2,0,2
2017-03-07T15:33:38,39.7721658,-104.7949327,,0.278,,0,,0,1028.90625,0.02,1,1.5,960,,,,0,0,0,,,2,2,2,2,2,,,,,,,
2017-03-07T15:38:51,39.7721593,-104.7949544,0,0.253,47,0.732,1,0,1025.78125,0,1,-1.5,960,0,82,74,,0,0,3,0,2,2,2,2,2,,,,,2,0,2
2017-03-07T15:38:52,39.7721593,-104.7949544,0,0.2585,47,0.732,1,0,1061.71875,0,1,-1.5,960,,,,,,,,,,,,,,-0.10767,-0.25129,0,2,2,0,2
2017-03-07T15:38:53,39.7721593,-104.7949544,0,0.2665,47,0.732,1,0,1046.875,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:38:54,39.7721571,-104.7949544,0,0.259,47.5,0.732,1,0,1018.75,0,1,-1.5,,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:38:55,39.7721571,-104.7949544,0,0.2515,47.5,0.732,1,0,1015.625,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:38:56,39.7721549,-104.7949544,0,0.259,47.5,0.732,1,0,1023.4375,0,1,-1.5,960,,82,74,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:38:57,39.7721549,-104.7949544,0,0.261,47.5,0.732,1,0,1017.96875,0,1,-1.5,,,,,255,,,,,,,,,,,,,,2,0,2
2017-03-07T15:38:58,39.7721549,-104.7949544,0,0.252,47.5,0.732,1,0,1010.9375,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:38:59,39.7721549,-104.7949544,0,0.25,47.5,0.732,1,0,1013.28125,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.2154,,,2,0,2
2017-03-07T15:39:00,39.7721549,-104.7949544,0,0.254,48,0.732,1,0,1009.375,0,1,-1.5,,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:01,39.7721528,-104.7949544,0,0.266,48,0.732,1,0,995.3125,0,1,-1.5,960,0,,,,0,0,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:02,39.7721528,-104.7949566,0,0.2565,48,0.732,1,0,1005.46875,0,1,-1.5,960,,82,74,,,,3,0,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:03,39.7721528,-104.7949566,,0.266,48,0.732,1,0,1013.28125,0,1,-1.5,,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:04,39.7721528,-104.7949566,0,0.2535,48,0.732,1,0,1001.5625,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:39:05,39.7721528,-104.7949566,0,0.2565,48,0.732,1,0,992.96875,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:06,39.7721528,-104.7949566,0,0.2565,,0.732,1,0,1000,0,1,-1.5,,,,,,,,,,,,,,,-0.10767,-0.25129,,,,,
2017-03-07T15:39:07,39.7721528,-104.7949566,0,0.2555,48.5,0.732,1,0,1003.125,0,1,-1.5,960,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:08,39.7721528,-104.7949566,0,0.2535,48.5,0.732,1,0,1000.78125,0,1,-1.5,960,,82,74,,,,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:39:09,39.7721528,-104.7949566,0,0.263,48.5,0.732,1,0,1003.90625,0,1,-1.5,,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:10,39.7721528,-104.7949566,0,0.254,48.5,0.732,1,0,1009.375,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:11,39.7721528,-104.7949566,0,0.2535,48.5,0.732,1,0,1018.75,0,1,-1.5,960,,,,,0,0,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:39:12,39.7721528,-104.7949566,0,0.264,48.5,0.732,1,0,1013.28125,0,1,-1.5,,0,,,,,,3,0,,,,,,,,,,2,0,2
2017-03-07T15:39:13,39.7721528,-104.7949566,0,0.2645,48.5,0.732,1,0,1006.25,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:14,39.7721528,-104.7949566,0,0.256,49,0.732,1,0,1001.5625,0,1,-1.5,960,,82,74,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:15,39.7721528,-104.7949566,0,0.2665,49,0.732,1,0,999.21875,0,1,-1.5,,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:16,39.7721528,-104.7949544,0,0.256,49,0.732,1,0,995.3125,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:17,39.7721528,-104.7949544,0,0.257,49,0.732,1,0,998.4375,0,1,-1.5,960,,,,255,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:18,39.7721528,-104.7949544,,0.2635,49,0.732,1,0,1001.5625,0,1,-1.5,,,,,,,,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:39:19,39.7721528,-104.7949544,0,0.2555,,0.732,1,0,995.3125,0,1,-1.5,960,,82,74,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:20,39.7721528,-104.7949544,0,0.2535,49,0.732,1,0,991.40625,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:39:21,39.7721528,-104.7949544,0,0.263,49,0.732,1,0,1000.78125,0,1,-1.5,960,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:22,39.7721528,-104.7949544,0,0.2545,49,0.732,1,0,992.1875,0,1,-1.5,,0,,,,0,0,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:39:23,39.7721528,-104.7949544,0,0.254,49,0.732,1,0,997.65625,0,1,-1.5,960,,,,,,,3,0,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:24,39.7721528,-104.7949544,0,0.2545,49.5,0.732,1,0,1002.34375,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:39:25,39.7721528,-104.7949544,0,0.2545,49.5,0.976,1,0,1000,0,1,-1.5,,,82,74,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:26,39.7721528,-104.7949544,0,0.254,49.5,0.732,1,0,1011.71875,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:39:27,39.7721528,-104.7949544,0,0.2525,49.5,0.732,1,0,1006.25,0,1,-1.5,,,,,255,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:28,39.7721528,-104.7949544,0,0.2635,,0.732,1,0,1007.03125,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:29,39.7721528,-104.7949544,0,0.2635,49.5,0.732,1,0,1011.71875,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:30,39.7721528,-104.7949523,0,0.263,49.5,0.732,1,0,999.21875,0,1,-1.5,,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:31,39.7721528,-104.7949523,0,0.2545,50,0.732,1,0,1003.90625,0,1,-1.5,960,,82,74,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:32,39.7721528,-104.7949523,0,0.256,50,0.732,1,0,1000.78125,0,1,-1.5,960,,,,,0,0,,,,,,,,-0.17945,-0.25129,,,,,
2017-03-07T15:39:33,39.7721528,-104.7949523,0,0.2545,50,0.732,1,0,1000.78125,0,1,-1.5,,0,,,,,,3,0,,,,,,,,,,2,0,2
2017-03-07T15:39:34,39.7721549,-104.7949523,0,0.2545,50,0.732,1,0,985.9375,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.28718,,,2,0,2
2017-03-07T15:39:35,39.7721549,-104.7949523,0,0.25,50,0.732,1,0,1003.125,0,1,-1.5,,,,,,,,,,,,,,,-0.10767,-0.2154,,,2,0,2
2017-03-07T15:39:36,39.7721549,-104.7949523,0,0.2625,,0.732,1,0,995.3125,0.3,1,-1.5,960,,82,74,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:37,39.7721528,-104.7949523,0,0.2555,50,0.732,1,0,991.40625,0.28,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:38,39.7721528,-104.7949523,0,0.2555,50,0.732,1,0,998.4375,0.26,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.2154,,,2,0,2
2017-03-07T15:39:39,39.7721528,-104.7949523,0,0.2535,50,0.732,1,0,1005.46875,0.12,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:40,39.7721528,-104.7949523,0,0.2535,50.5,0.732,1,0,997.65625,0.02,1,-1.5,,,,,,,,,,,,,,,,,,,,,
2017-03-07T15:39:41,39.7721528,-104.7949523,0,0.263,50.5,0.732,1,0,1004.6875,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:42,39.7721528,-104.7949523,0,0.251,50.5,0.732,1,0,996.875,0.02,1,-1.5,,,82,74,,,,,,,,,,,,,,,,,
2017-03-07T15:39:43,39.7721528,-104.7949523,,0.252,50.5,0.732,1,0,1003.125,0.02,1,-1.5,960,,,,,0,0,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:44,39.7721528,-104.7949523,0,0.253,50.5,0.732,1,0,1002.34375,0,1,-1.5,,0,,,,,,3,0,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:45,39.7721528,-104.7949523,0,0.2625,50.5,0.732,1,0,1008.59375,0.02,1,-1.5,960,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:46,39.7721528,-104.7949523,0,0.253,50.5,0.732,1,0,1010.9375,0.02,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:47,39.7721528,-104.7949523,0,0.2555,50.5,0.732,1,0,1002.34375,0.02,1,-1.5,,,,,255,,,,,,,,,,-0.17945,-0.25129,,,2,0,2
2017-03-07T15:39:48,39.7721528,-104.7949523,0,0.263,50.5,0.732,1,0,994.53125,0,1,-1.5,960,,82,74,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:49,39.7721506,-104.7949544,0,0.253,51,0.732,1,0,1000.78125,0.02,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:50,39.7721506,-104.7949544,0,0.252,51,0.732,1,0,995.3125,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:39:51,39.7721506,-104.7949544,0,0.2625,51,0.732,1,0,1002.34375,0,1,-1.5,,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:52,39.7721506,-104.7949544,0,0.252,51,0.732,1,0,1005.46875,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.28718,,,2,0,2
2017-03-07T15:39:53,39.7721506,-104.7949544,0,0.2605,51,0.732,1,0,995.3125,0,1,-1.5,,,82,74,,0,0,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:39:54,39.7721506,-104.7949544,0,0.2495,51,0.732,1,0,1007.03125,0,1,-1.5,960,0,,,,,,3,0,,,,,,,,,,2,0,2
2017-03-07T15:39:55,39.7721506,-104.7949544,0,0.25,51,0.976,1,0,999.21875,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:39:56,39.7721506,-104.7949544,0,0.2525,51,0.732,1,0,1001.5625,0,1,-1.5,,,,,,,,,,,,,,,-0.10767,-0.25129,,,2,0,2
2017-03-07T15:39:57,39.7721484,-104.7949544,0,0.254,51,0.732,1,0,996.875,0,1,-1.5,960,,,,255,,,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:39:58,39.7721484,-104.7949544,,0.253,51,0.732,1,0,1000.78125,0,1,-1.5,,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:39:59,39.7721484,-104.7949544,0,0.2525,51.5,0.732,1,0,1000.78125,0,1,-1.5,960,,82,74,,,,,,,,,,,-0.14356,-0.28718,,,,,
2017-03-07T15:40:00,39.7721484,-104.7949544,0,0.252,51.5,0.732,1,0,997.65625,0,1,-1.5,960,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:40:01,39.7721484,-104.7949544,0,0.252,51.5,0.732,1,0,1000.78125,0,1,-1.5,,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:40:02,39.7721484,-104.7949566,,0.252,51.5,0.732,1,0,1002.34375,0.02,1,-1.5,960,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:40:03,39.7721484,-104.7949566,0,0.254,51.5,0.732,1,0,1000,0,1,-1.5,960,,,,,0,0,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:40:04,39.7721484,-104.7949566,0,0.2535,51.5,0.732,1,0,1004.6875,0.02,1,-1.5,,,82,74,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:40:05,39.7721484,-104.7949566,0,0.2505,51.5,0.732,1,0,997.65625,0,1,-1.5,960,0,,,,,,3,0,,,,,,,,,,2,0,2
2017-03-07T15:40:06,39.7721484,-104.7949588,0,0.2505,51.5,0.976,1,0,1000.78125,0,1,-1.5,960,,,,,,,3,1,2,,,,,-0.14356,-0.28718,,,2,0,2
2017-03-07T15:40:07,39.7721484,-104.7949588,0,0.25,51.5,0.732,1,0,1005.46875,0,1,-1.5,,,,,255,,,,,,,,,,-0.14356,-0.2154,,,2,0,2
2017-03-07T15:40:08,39.7721484,-104.7949588,0,0.2515,51.5,0.732,1,0,998.4375,0,1,-1.5,960,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:40:09,39.7721484,-104.7949588,0,0.2525,52,0.732,1,0,1004.6875,0,1,-1.5,960,,82,74,,,,3,0,2,,,,,-0.14356,-0.17951,,,2,0,2
2017-03-07T15:40:10,39.7721484,-104.7949588,0,0.25,52,0.732,1,0,1006.25,0,1,-1.5,,,,,,,,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:40:11,39.7721484,-104.7949588,0,0.251,52,0.976,1,0,1010.15625,0,1,-1.5,960,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:40:12,39.7721484,-104.7949588,0,0.251,52,0.976,1,0,1007.03125,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:40:13,39.7721484,-104.7949609,0,0.2615,52,0.732,1,0,1005.46875,0,1,-1.5,,,,,,,,,,,,,,,-0.14356,-0.28718,,,2,0,2
2017-03-07T15:40:14,39.7721484,-104.7949609,0,0.2605,52,0.732,1,0,994.53125,0.02,1,-1.5,960,,,,,0,0,,,,,,,,-0.14356,-0.28718,,,2,0,2
2017-03-07T15:40:15,39.7721484,-104.7949609,0,0.251,,0.732,1,0,1003.90625,0,1,-1.5,960,,82,74,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:40:16,39.7721484,-104.7949609,0,0.2515,52,0.732,1,0,1000.78125,0.02,1,-1.5,,0,,,,,,3,1,2,,,,,,,,,2,0,2
2017-03-07T15:40:17,39.7721484,-104.7949609,0,0.259,52,0.976,1,0,1001.5625,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.28718,,,2,0,2
2017-03-07T15:40:18,39.7721484,-104.7949609,0,0.249,52,0.976,1,0,995.3125,0,1,-1.5,960,,,,,,,,,,,,,,-0.07178,-0.28718,,,2,0,2
2017-03-07T15:40:19,39.7721484,-104.7949609,,0.252,52,0.976,1,0,994.53125,0,1,-1.5,,,,,,,,,,,,,,,-0.10767,-0.25129,,,2,0,2
2017-03-07T15:40:20,39.7721484,-104.7949609,0,0.261,52,0.732,1,0,1007.8125,0,1,-1.5,960,,82,74,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:40:21,39.7721484,-104.7949609,0,0.2495,52.5,0.732,1,0,1000.78125,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:40:22,39.7721484,-104.7949609,0,0.249,52.5,0.732,1,0,1006.25,0,1,-1.5,,,,,,,,3,0,2,,,,,-0.14356,-0.2154,,,2,0,2
2017-03-07T15:40:23,39.7721484,-104.7949609,0,0.2475,52.5,0.976,1,0,1007.03125,0,1,-1.5,960,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:40:24,39.7721484,-104.7949609,0,0.2505,52.5,0.732,1,0,1005.46875,0,1,-1.5,,,,,,0,0,,,,,,,,-0.10767,-0.28718,,,2,0,2
2017-03-07T15:40:25,39.7721484,-104.7949609,0,0.258,52.5,0.732,1,0,1002.34375,0,1,-1.5,960,,,,,,,,,,,,,,-0.10767,-0.25129,,,,,
2017-03-07T15:40:26,39.7721484,-104.7949609,0,0.2495,52.5,0.732,1,0,996.875,0,1,-1.5,960,0,82,74,,,,3,0,,,,,,,,,,2,0,2
2017-03-07T15:40:27,39.7721484,-104.7949609,0,0.252,52.5,0.732,1,0,997.65625,0,1,-1.5,960,,,,255,,,,,,,,,,-0.10767,-0.25129,,,2,0,2
2017-03-07T15:40:28,39.7721484,-104.7949609,0,0.2495,,0.732,1,0,1014.84375,0,1,-1.5,,,,,,,,,,,,,,,-0.10767,-0.25129,,,2,0,2
2017-03-07T15:40:29,39.7721484,-104.7949609,0,0.251,52.5,0.732,1,0,997.65625,0.02,1,-1.5,960,,,,,,,,,,,,,,,,,,,,
2017-03-07T15:40:30,39.7721484,-104.7949631,0,0.2485,53,0.732,1,0,1008.59375,0,1,-1.5,960,,,,,,,,,,,,,,-0.10767,-0.28718,,,2,0,2
2017-03-07T15:40:31,39.7721484,-104.7949631,0,0.258,53,0.976,1,0,1003.90625,0,1,-1.5,,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:40:32,39.7721484,-104.7949631,0,0.2495,53,0.732,1,0,1009.375,0,1,-1.5,960,,82,74,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:40:33,39.7721484,-104.7949631,0,0.2485,53,0.976,1,0,1010.9375,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,,,
2017-03-07T15:40:34,39.7721484,-104.7949631,0,0.2595,53,0.732,1,0,1000,0,1,-1.5,,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:40:35,39.7721484,-104.7949631,0,0.2515,53,0.732,1,0,1015.625,0,1,-1.5,960,,,,,0,0,,,,,,,,-0.10767,-0.25129,,,,,
2017-03-07T15:40:36,39.7721484,-104.7949631,,0.249,53,0.976,1,0,1003.125,0,1,-1.5,960,0,,,,,,,,,,,,,-0.10767,-0.28718,,,2,0,2
2017-03-07T15:40:37,39.7721484,-104.7949631,0,0.2485,,0.732,1,0,998.4375,0,1,-1.5,,,,,,,,3,0,,,,,,-0.10767,-0.28718,,,,,
2017-03-07T15:40:38,39.7721484,-104.7949631,0,0.25,53,0.976,1,0,1003.125,0,1,-1.5,960,,82,74,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:40:39,39.7721484,-104.7949631,0,0.248,53,0.732,1,0,1007.8125,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:40:40,39.7721484,-104.7949631,0,0.258,53.5,0.732,1,0,1000,0,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.25129,,,2,0,2
2017-03-07T15:40:41,39.7721484,-104.7949631,0,0.2485,53.5,0.732,1,0,1008.59375,0,1,-1.5,,,,,,,,,,,,,,,,,,,,,
2017-03-07T15:40:42,39.7721484,-104.7949631,0,0.2475,53.5,0.732,1,0,1007.03125,0,1,-1.5,960,,,,,,,,,,,,,,-0.10767,-0.25129,,,2,0,2
2017-03-07T15:40:43,39.7721484,-104.7949631,0,0.2495,53.5,0.732,1,0,992.96875,0,1,-1.5,960,,82,74,,,,,,,,,,,-0.10767,-0.28718,,,,,
2017-03-07T15:40:44,39.7721484,-104.7949609,0,0.2515,53.5,0.732,1,0,999.21875,0,1,-1.5,,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:40:45,39.7721484,-104.7949609,0,0.246,53.5,0.732,1,0,996.875,0,1,-1.5,960,,,,,0,0,,,,,,,,-0.14356,-0.28718,,,,,
2017-03-07T15:40:46,39.7721484,-104.7949609,0,0.2485,53.5,0.732,1,0,1002.34375,0.02,1,-1.5,960,0,,,,,,,,,,,,,-0.10767,-0.25129,,,2,0,2
2017-03-07T15:40:47,39.7721484,-104.7949609,0,0.249,53.5,0.732,1,0,998.4375,0,1,-1.5,,,,,255,,,,,,,,,,,,,,,,
2017-03-07T15:40:48,39.7721484,-104.7949631,0,0.2485,53.5,0.732,1,0,1001.5625,0,1,-1.5,960,,,,,,,3,0,,,,,,-0.14356,-0.28718,,,2,0,2
2017-03-07T15:40:49,39.7721484,-104.7949631,0,0.2495,53.5,0.732,1,0,999.21875,0,1,-1.5,,,82,74,,,,,,,,,,,-0.10767,-0.25129,,,2,0,2
2017-03-07T15:40:50,39.7721484,-104.7949631,0,0.2485,54,0.732,1,0,998.4375,0,1,-1.5,960,,,,,,,,,,,,,,-0.10767,-0.28718,,,2,0,2
2017-03-07T15:40:51,39.7721484,-104.7949631,0,0.259,54,0.732,1,0,1002.34375,0,1,-1.5,960,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:40:52,39.7721484,-104.7949631,,0.247,54,0.732,1,0,1000.78125,0.02,1,-1.5,960,,,,,,,,,,,,,,-0.14356,-0.28718,,,2,0,2
2017-03-07T15:40:53,39.7721484,-104.7949631,0,0.249,54,0.732,1,0,992.96875,0,1,-1.5,,,,,,,,,,,,,,,,,,,2,0,2
2017-03-07T15:40:54,39.7721484,-104.7949631,,0.249,54,0.732,1,0,994.53125,0,1,-1.5,960,,,,,,,,,,,,,,-0.10767,-0.28718,,,2,0,2
